"PMID","Research Type","Human / Mouse","Condition1","Condition2","Gut Microbiota (ID)","Classification","Alteration","Sequencing Technology","Microbial-Mediated Networks","Details"
"22622349","Gut microbiota associated with phenotype","Human","Colorectal Neoplasms","Health","Sphingomonas (13687, gm0615)","genus","present","16s rRNA gene sequencing","microbial-mediated network","details"
"22622349","Gut microbiota associated with phenotype","Human","Colorectal Neoplasms","Health","Staphylococcus (1279, gm0621)","genus","present","16s rRNA gene sequencing","microbial-mediated network","details"
"22622349","Gut microbiota associated with phenotype","Human","Colorectal Neoplasms","Health","Stenotrophomonas (40323, gm0622)","genus","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"22622349","Gut microbiota associated with phenotype","Human","Colorectal Neoplasms","Health","Streptococcus (1301, gm0624)","genus","decrease","16s rRNA gene sequencing","microbial-mediated network","details"
"22622349","Gut microbiota associated with phenotype","Human","Colorectal Neoplasms","Health","Subdoligranulum (292632, gm0628)","genus","present","16s rRNA gene sequencing","microbial-mediated network","details"
"22622349","Gut microbiota associated with phenotype","Human","Colorectal Neoplasms","Health","Succinispira (78119, gm1556)","genus","present","16s rRNA gene sequencing","microbial-mediated network","details"
"22622349","Gut microbiota associated with phenotype","Human","Colorectal Neoplasms","Health","Succinivibrio (83770, gm0629)","genus","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"22622349","Gut microbiota associated with phenotype","Human","Colorectal Neoplasms","Health","Sutterella (40544, gm0631)","genus","present","16s rRNA gene sequencing","microbial-mediated network","details"
"22622349","Gut microbiota associated with phenotype","Human","Colorectal Neoplasms","Health","Syntrophococcus (84036, gm1211)","genus","present","16s rRNA gene sequencing","microbial-mediated network","details"
"22622349","Gut microbiota associated with phenotype","Human","Colorectal Neoplasms","Health","Turicibacter (191303, gm0653)","genus","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"22622349","Gut microbiota associated with phenotype","Human","Colorectal Neoplasms","Health","Uruburuella (299568, gm1563)","genus","absent","16s rRNA gene sequencing","microbial-mediated network","details"
"22622349","Gut microbiota associated with phenotype","Human","Colorectal Neoplasms","Health","Variovorax (34072, gm0675)","genus","present","16s rRNA gene sequencing","microbial-mediated network","details"
"22622349","Gut microbiota associated with phenotype","Human","Colorectal Neoplasms","Health","Veillonella (29465, gm0676)","genus","absent","16s rRNA gene sequencing","microbial-mediated network","details"
"22622349","Gut microbiota associated with phenotype","Human","Colorectal Neoplasms","Health","Verrucomicrobia (74201, gm0681)","phylum","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"22622349","Gut microbiota associated with phenotype","Human","Colorectal Neoplasms","Health","Vibrio (662, gm0685)","genus","absent","16s rRNA gene sequencing","microbial-mediated network","details"
"22622349","Gut microbiota associated with phenotype","Human","Colorectal Neoplasms","Health","Weissella (46255, gm0689)","genus","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"22649263","Interventions change the composition of gut microbiota","Human","Polydextrose; Health","No supplemental fiber; Health","Actinobacteria (201174, gm0016)","phylum","decrease","16s rRNA gene sequencing","microbial-mediated network","details"
"22649263","Interventions change the composition of gut microbiota","Human","Polydextrose; Health","No supplemental fiber; Health","Akkermansia (239934, gm0029)","genus","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"22649263","Interventions change the composition of gut microbiota","Human","Polydextrose; Health","No supplemental fiber; Health","Bifidobacterium (1678, gm0105)","genus","decrease","16s rRNA gene sequencing","microbial-mediated network","details"
"22649263","Interventions change the composition of gut microbiota","Human","Polydextrose; Health","No supplemental fiber; Health","Bifidobacterium sp. (41200, gm0114)","species","decrease","16s rRNA gene sequencing","microbial-mediated network","details"
"22649263","Interventions change the composition of gut microbiota","Human","Polydextrose; Health","No supplemental fiber; Health","Clostridiaceae (31979, gm0182)","family","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"22649263","Interventions change the composition of gut microbiota","Human","Polydextrose; Health","No supplemental fiber; Health","Clostridium (1485, gm0187)","genus","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"22649263","Interventions change the composition of gut microbiota","Human","Polydextrose; Health","No supplemental fiber; Health","Coprococcus (33042, gm0223)","genus","decrease","16s rRNA gene sequencing","microbial-mediated network","details"
"22649263","Interventions change the composition of gut microbiota","Human","Polydextrose; Health","No supplemental fiber; Health","Coriobacteriaceae (84107, gm0226)","family","decrease","16s rRNA gene sequencing","microbial-mediated network","details"
"22649263","Interventions change the composition of gut microbiota","Human","Polydextrose; Health","No supplemental fiber; Health","Dialister (39948, gm0262)","genus","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"22649263","Interventions change the composition of gut microbiota","Human","Polydextrose; Health","No supplemental fiber; Health","Dorea (189330, gm0266)","genus","decrease","16s rRNA gene sequencing","microbial-mediated network","details"
"22649263","Interventions change the composition of gut microbiota","Human","Polydextrose; Health","No supplemental fiber; Health","Eubacteriaceae (186806, gm0308)","family","decrease","16s rRNA gene sequencing","microbial-mediated network","details"
"22649263","Interventions change the composition of gut microbiota","Human","Polydextrose; Health","No supplemental fiber; Health","Eubacterium (1730, gm0309)","genus","decrease","16s rRNA gene sequencing","microbial-mediated network","details"
"22649263","Interventions change the composition of gut microbiota","Human","Polydextrose; Health","No supplemental fiber; Health","Anaerobutyricum hallii (39488, gm0776)","species","decrease","16s rRNA gene sequencing","microbial-mediated network","details"
"22649263","Interventions change the composition of gut microbiota","Human","Polydextrose; Health","No supplemental fiber; Health","Eubacterium rectale (39491, gm1186)","species","decrease","16s rRNA gene sequencing","microbial-mediated network","details"
"22649263","Interventions change the composition of gut microbiota","Human","Polydextrose; Health","No supplemental fiber; Health","Faecalibacterium prausnitzii (853, gm0327)","species","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"22649263","Interventions change the composition of gut microbiota","Human","Polydextrose; Health","No supplemental fiber; Health","Hyphomicrobiaceae (45401, gm0376)","family","decrease","16s rRNA gene sequencing","microbial-mediated network","details"
"22649263","Interventions change the composition of gut microbiota","Human","Polydextrose; Health","No supplemental fiber; Health","Phascolarctobacterium (33024, gm0524)","genus","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"22649263","Interventions change the composition of gut microbiota","Human","Polydextrose; Health","No supplemental fiber; Health","Ruminococcus (1263, gm0587)","genus","decrease","16s rRNA gene sequencing","microbial-mediated network","details"
"22649263","Interventions change the composition of gut microbiota","Human","Polydextrose; Health","No supplemental fiber; Health","Ruminococcus sp. (41978, gm0593)","species","decrease","16s rRNA gene sequencing","microbial-mediated network","details"
"22649263","Interventions change the composition of gut microbiota","Human","Polydextrose; Health","No supplemental fiber; Health","Veillonellaceae (31977, gm0680)","family","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"22649263","Interventions change the composition of gut microbiota","Human","Soluble corn fiber; Health","No supplemental fiber; Health","Actinobacteria (201174, gm0016)","phylum","decrease","16s rRNA gene sequencing","microbial-mediated network","details"
"22649263","Interventions change the composition of gut microbiota","Human","Soluble corn fiber; Health","No supplemental fiber; Health","Alcaligenaceae (506, gm0032)","family","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"22649263","Interventions change the composition of gut microbiota","Human","Soluble corn fiber; Health","No supplemental fiber; Health","Bifidobacterium (1678, gm0105)","genus","decrease","16s rRNA gene sequencing","microbial-mediated network","details"
"22649263","Interventions change the composition of gut microbiota","Human","Soluble corn fiber; Health","No supplemental fiber; Health","Clostridiaceae (31979, gm0182)","family","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"22649263","Interventions change the composition of gut microbiota","Human","Soluble corn fiber; Health","No supplemental fiber; Health","Coprococcus (33042, gm0223)","genus","decrease","16s rRNA gene sequencing","microbial-mediated network","details"
"22649263","Interventions change the composition of gut microbiota","Human","Soluble corn fiber; Health","No supplemental fiber; Health","Coriobacteriaceae (84107, gm0226)","family","decrease","16s rRNA gene sequencing","microbial-mediated network","details"
"22649263","Interventions change the composition of gut microbiota","Human","Soluble corn fiber; Health","No supplemental fiber; Health","Dialister (39948, gm0262)","genus","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"22649263","Interventions change the composition of gut microbiota","Human","Soluble corn fiber; Health","No supplemental fiber; Health","Dorea (189330, gm0266)","genus","decrease","16s rRNA gene sequencing","microbial-mediated network","details"
"22649263","Interventions change the composition of gut microbiota","Human","Soluble corn fiber; Health","No supplemental fiber; Health","Eubacteriaceae (186806, gm0308)","family","decrease","16s rRNA gene sequencing","microbial-mediated network","details"
"22649263","Interventions change the composition of gut microbiota","Human","Soluble corn fiber; Health","No supplemental fiber; Health","Eubacterium (1730, gm0309)","genus","decrease","16s rRNA gene sequencing","microbial-mediated network","details"
"22649263","Interventions change the composition of gut microbiota","Human","Soluble corn fiber; Health","No supplemental fiber; Health","Anaerobutyricum hallii (39488, gm0776)","species","decrease","16s rRNA gene sequencing","microbial-mediated network","details"
"22649263","Interventions change the composition of gut microbiota","Human","Soluble corn fiber; Health","No supplemental fiber; Health","Eubacterium rectale (39491, gm1186)","species","decrease","16s rRNA gene sequencing","microbial-mediated network","details"
"22649263","Interventions change the composition of gut microbiota","Human","Soluble corn fiber; Health","No supplemental fiber; Health","Faecalibacterium prausnitzii (853, gm0327)","species","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"22649263","Interventions change the composition of gut microbiota","Human","Soluble corn fiber; Health","No supplemental fiber; Health","Lachnospiraceae (186803, gm0386)","family","decrease","16s rRNA gene sequencing","microbial-mediated network","details"
"22649263","Interventions change the composition of gut microbiota","Human","Soluble corn fiber; Health","No supplemental fiber; Health","Lactobacillaceae (33958, gm0391)","family","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"22649263","Interventions change the composition of gut microbiota","Human","Soluble corn fiber; Health","No supplemental fiber; Health","Lactobacillus (1578, gm0393)","genus","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"22649263","Interventions change the composition of gut microbiota","Human","Soluble corn fiber; Health","No supplemental fiber; Health","Oscillospiraceae (216572, gm1201)","family","decrease","16s rRNA gene sequencing","microbial-mediated network","details"
"22649263","Interventions change the composition of gut microbiota","Human","Soluble corn fiber; Health","No supplemental fiber; Health","Phascolarctobacterium (33024, gm0524)","genus","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"22649263","Interventions change the composition of gut microbiota","Human","Soluble corn fiber; Health","No supplemental fiber; Health","Proteobacteria (1224, gm0545)","phylum","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"22649263","Interventions change the composition of gut microbiota","Human","Soluble corn fiber; Health","No supplemental fiber; Health","Ruminococcus (1263, gm0587)","genus","decrease","16s rRNA gene sequencing","microbial-mediated network","details"
"22649263","Interventions change the composition of gut microbiota","Human","Soluble corn fiber; Health","No supplemental fiber; Health","Ruminococcus sp. (41978, gm0593)","species","decrease","16s rRNA gene sequencing","microbial-mediated network","details"
"22649263","Interventions change the composition of gut microbiota","Human","Soluble corn fiber; Health","No supplemental fiber; Health","Veillonellaceae (31977, gm0680)","family","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"22649263","Interventions change the composition of gut microbiota","Human","Polydextrose; Health","Soluble corn fiber; Health","Akkermansia (239934, gm0029)","genus","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"22649263","Interventions change the composition of gut microbiota","Human","Polydextrose; Health","Soluble corn fiber; Health","Alcaligenaceae (506, gm0032)","family","decrease","16s rRNA gene sequencing","microbial-mediated network","details"
"22649263","Interventions change the composition of gut microbiota","Human","Polydextrose; Health","Soluble corn fiber; Health","Clostridium (1485, gm0187)","genus","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"22649263","Interventions change the composition of gut microbiota","Human","Polydextrose; Health","Soluble corn fiber; Health","Lachnospiraceae (186803, gm0386)","family","decrease","16s rRNA gene sequencing","microbial-mediated network","details"
"22649263","Interventions change the composition of gut microbiota","Human","Polydextrose; Health","Soluble corn fiber; Health","Lactobacillaceae (33958, gm0391)","family","decrease","16s rRNA gene sequencing","microbial-mediated network","details"
"22649263","Interventions change the composition of gut microbiota","Human","Polydextrose; Health","Soluble corn fiber; Health","Lactobacillus (1578, gm0393)","genus","decrease","16s rRNA gene sequencing","microbial-mediated network","details"
"22649263","Interventions change the composition of gut microbiota","Human","Polydextrose; Health","Soluble corn fiber; Health","Oscillospiraceae (216572, gm1201)","family","decrease","16s rRNA gene sequencing","microbial-mediated network","details"
"22649263","Interventions change the composition of gut microbiota","Human","Polydextrose; Health","Soluble corn fiber; Health","Proteobacteria (1224, gm0545)","phylum","decrease","16s rRNA gene sequencing","microbial-mediated network","details"
"22649263","Interventions change the composition of gut microbiota","Human","Polydextrose; Health","Soluble corn fiber; Health","Roseburia sp. (2049040, gm0576)","species","decrease","16s rRNA gene sequencing","microbial-mediated network","details"
"22649263","Interventions change the composition of gut microbiota","Human","Polydextrose; Health","Soluble corn fiber; Health","Verrucomicrobia (74201, gm0681)","phylum","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"22649263","Interventions change the composition of gut microbiota","Human","Polydextrose; Health","Soluble corn fiber; Health","Verrucomicrobiaceae (203557, gm0682)","family","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"22761885","Gut microbiota associated with phenotype","Human","Colorectal Neoplasms(stool)","Health(stool)","Coriobacteriaceae (84107, gm0226)","family","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"22761885","Gut microbiota associated with phenotype","Human","Colorectal Neoplasms(stool)","Health(stool)","Erysipelotrichaceae (128827, gm0299)","family","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"22761885","Gut microbiota associated with phenotype","Human","Colorectal Neoplasms(stool)","Health(stool)","Peptostreptococcaceae (186804, gm0517)","family","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"22761885","Gut microbiota associated with phenotype","Human","Colorectal Neoplasms(stool)","Health(stool)","Prevotellaceae (171552, gm0540)","family","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"22761885","Gut microbiota associated with phenotype","Human","Colorectal Neoplasms(gut swab)","Health(gut swab)","Alcaligenaceae (506, gm0032)","family","decrease","16s rRNA gene sequencing","microbial-mediated network","details"
"22761885","Gut microbiota associated with phenotype","Human","Colorectal Neoplasms(gut swab)","Health(gut swab)","Bifidobacteriaceae (31953, gm0102)","family","decrease","16s rRNA gene sequencing","microbial-mediated network","details"
"22761885","Gut microbiota associated with phenotype","Human","Colorectal Neoplasms(gut swab)","Health(gut swab)","Fusobacteriaceae (203492, gm0342)","family","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"22761885","Gut microbiota associated with phenotype","Human","Colorectal Neoplasms(gut swab)","Health(gut swab)","Peptostreptococcaceae (186804, gm0517)","family","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"22761885","Gut microbiota associated with phenotype","Human","Colorectal Neoplasms(gut swab)","Health(gut swab)","Porphyromonadaceae (171551, gm0532)","family","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"23118957","Gut microbiota associated with phenotype","Human","Caliciviridae Infections","Health","Bacteroidetes (976, gm0090)","phylum","decrease","16s rRNA gene sequencing","microbial-mediated network","details"
"23118957","Gut microbiota associated with phenotype","Human","Caliciviridae Infections","Health","Proteobacteria (1224, gm0545)","phylum","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"23276768","Gut microbiota associated with phenotype","Human","Active Colitis,Ulcerative","Health","Bacteroides fragilis (817, gm0082)","species","decrease","16s rRNA gene sequencing","microbial-mediated network","details"
"23276768","Gut microbiota associated with phenotype","Human","Active Colitis,Ulcerative","Health","Bifidobacterium (1678, gm0105)","genus","decrease","16s rRNA gene sequencing","microbial-mediated network","details"
"23276768","Gut microbiota associated with phenotype","Human","Active Colitis,Ulcerative","Health","Enterococcus (1350, gm0287)","genus","decrease","16s rRNA gene sequencing","microbial-mediated network","details"
"23276768","Gut microbiota associated with phenotype","Human","Active Colitis,Ulcerative","Health","Escherichia coli (562, gm0305)","species","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"23276768","Gut microbiota associated with phenotype","Human","Active Colitis,Ulcerative","Health","Helicobacteraceae (72293, gm0369)","family","decrease","16s rRNA gene sequencing","microbial-mediated network","details"
"23276768","Gut microbiota associated with phenotype","Human","Remission Colitis,Ulcerative","Health","Escherichia coli (562, gm0305)","species","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"23276768","Gut microbiota associated with phenotype","Human","Remission Colitis,Ulcerative","Health","Helicobacteraceae (72293, gm0369)","family","decrease","16s rRNA gene sequencing","microbial-mediated network","details"
"23276768","Gut microbiota associated with phenotype","Human","Active Crohn disease","Health","Bacteroides fragilis (817, gm0082)","species","decrease","16s rRNA gene sequencing","microbial-mediated network","details"
"23276768","Gut microbiota associated with phenotype","Human","Active Crohn disease","Health","Bifidobacterium (1678, gm0105)","genus","decrease","16s rRNA gene sequencing","microbial-mediated network","details"
"23276768","Gut microbiota associated with phenotype","Human","Active Crohn disease","Health","Enterococcus (1350, gm0287)","genus","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"23276768","Gut microbiota associated with phenotype","Human","Active Crohn disease","Health","Escherichia coli (562, gm0305)","species","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"23276768","Gut microbiota associated with phenotype","Human","Active Crohn disease","Health","Helicobacteraceae (72293, gm0369)","family","decrease","16s rRNA gene sequencing","microbial-mediated network","details"
"23294932","Interventions change the composition of gut microbiota","Human","Broad-spectrum antibiotic(doxycycline,hydroxychloroquine,piperacillin,tazobactam,teicoplanin); Coxiella burnetii vascular infection","Imipenem; Coxiella burnetii vascular infection","Verrucomicrobia (74201, gm0681)","phylum","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"23303303","Gut microbiota associated with phenotype","Human","Preterm infant at weeks 4","Preterm infant at weeks 2","Allobaculum (174708, gm0042)","genus","decrease","16s rRNA gene sequencing","microbial-mediated network","details"
"23303303","Gut microbiota associated with phenotype","Human","Preterm infant at weeks 4","Preterm infant at weeks 2","Bifidobacterium (1678, gm0105)","genus","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"23303303","Gut microbiota associated with phenotype","Human","Preterm infant at weeks 4","Preterm infant at weeks 2","Leuconostoc (1243, gm0423)","genus","decrease","16s rRNA gene sequencing","microbial-mediated network","details"
"23303303","Gut microbiota associated with phenotype","Human","Preterm infant at weeks 4","Preterm infant at weeks 2","Lactococcus (1357, gm0415)","genus","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"23483307","Gut microbiota associated with phenotype","Human","Arthritis,Rheumatoid","Health","Lactobacillus (1578, gm0393)","genus","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"23516617","Interventions change the composition of gut microbiota","Human","Smoking Cessation","Continuing smokers","Actinobacteria (201174, gm0016)","phylum","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"23516617","Interventions change the composition of gut microbiota","Human","Smoking Cessation","Continuing smokers","Bacteroidetes (976, gm0090)","phylum","decrease","16s rRNA gene sequencing","microbial-mediated network","details"
"23516617","Interventions change the composition of gut microbiota","Human","Smoking Cessation","Continuing smokers","Firmicutes (1239, gm0332)","phylum","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"23516617","Interventions change the composition of gut microbiota","Human","Smoking Cessation","Continuing smokers","Proteobacteria (1224, gm0545)","phylum","decrease","16s rRNA gene sequencing","microbial-mediated network","details"
"23516617","Interventions change the composition of gut microbiota","Human","Smoking Cessation","Non-Smokers","Actinobacteria (201174, gm0016)","phylum","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"23516617","Interventions change the composition of gut microbiota","Human","Smoking Cessation","Non-Smokers","Bacteroidetes (976, gm0090)","phylum","decrease","16s rRNA gene sequencing","microbial-mediated network","details"
"23516617","Interventions change the composition of gut microbiota","Human","Smoking Cessation","Non-Smokers","Firmicutes (1239, gm0332)","phylum","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"23516617","Interventions change the composition of gut microbiota","Human","Smoking Cessation","Non-Smokers","Proteobacteria (1224, gm0545)","phylum","decrease","16s rRNA gene sequencing","microbial-mediated network","details"
"23776434","Gut microbiota associated with phenotype","Human","Crohn Disease","Control","Parabacteroides distasonis (823, gm0496)","species","decrease","16s rRNA gene sequencing","microbial-mediated network","details"
"23791918","Gut microbiota associated with phenotype","Human","Fatigue Syndrome,Chronic; Norwegian","Health; Norwegian","Syntrophococcus (84036, gm1211)","genus","decrease","16s rRNA gene sequencing","microbial-mediated network","details"
"23791918","Gut microbiota associated with phenotype","Human","Fatigue Syndrome,Chronic; Norwegian","Health; Norwegian","Alistipes (239759, gm0035)","genus","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"23791918","Gut microbiota associated with phenotype","Human","Fatigue Syndrome,Chronic; Norwegian","Health; Norwegian","Lactonifactor (420345, gm0417)","genus","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"23791918","Gut microbiota associated with phenotype","Human","Fatigue Syndrome,Chronic; Norwegian","Health; Norwegian","Holdemania (61170, gm0373)","genus","decrease","16s rRNA gene sequencing","microbial-mediated network","details"
"23791918","Gut microbiota associated with phenotype","Human","Fatigue Syndrome,Chronic; Belgian","Health; Belgian","Lactonifactor (420345, gm0417)","genus","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"23940645","Gut microbiota associated with phenotype","Human","Colorectal Neoplasms","Health","Acidaminobacter (65402, gm0704)","genus","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"23940645","Gut microbiota associated with phenotype","Human","Colorectal Neoplasms","Health","Akkermansia muciniphila (239935, gm0030)","species","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"23940645","Gut microbiota associated with phenotype","Human","Colorectal Neoplasms","Health","Citrobacter farmeri (67824, gm1210)","species","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"23940645","Gut microbiota associated with phenotype","Human","Colorectal Neoplasms","Health","Phascolarctobacterium (33024, gm0524)","genus","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"24013136","Gut microbiota associated with phenotype","Human","Diabetes Mellitus,Type 2","Normal glucose tolerance","Bacteroides (816, gm0077)","genus","decrease","16s rRNA gene sequencing","microbial-mediated network","details"
"24013136","Gut microbiota associated with phenotype","Human","Diabetes Mellitus,Type 2","Normal glucose tolerance","Collinsella (102106, gm0217)","genus","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"24013136","Gut microbiota associated with phenotype","Human","Diabetes Mellitus,Type 2","Normal glucose tolerance","Dorea (189330, gm0266)","genus","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"24013136","Gut microbiota associated with phenotype","Human","Diabetes Mellitus,Type 2","Normal glucose tolerance","Prevotella (838, gm0535)","genus","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"24013136","Gut microbiota associated with phenotype","Human","Diabetes Mellitus,Type 2","Prediabetic State","Bacteroides (816, gm0077)","genus","decrease","16s rRNA gene sequencing","microbial-mediated network","details"
"24013136","Gut microbiota associated with phenotype","Human","Prediabetic State","normal glucose tolerance","Prevotella (838, gm0535)","genus","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"24013136","Gut microbiota associated with phenotype","Human","Prediabetic State","normal glucose tolerance","Megamonas (158846, gm0434)","genus","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"24083370","Gut microbiota associated with phenotype","Human","Cholesterol gallstones","Health","Faecalibacterium (216851, gm0326)","genus","decrease","16s rRNA gene sequencing","microbial-mediated network","details"
"24083370","Gut microbiota associated with phenotype","Human","Cholesterol gallstones","Health","Lachnospira (28050, gm0384)","genus","decrease","16s rRNA gene sequencing","microbial-mediated network","details"
"24083370","Gut microbiota associated with phenotype","Human","Cholesterol gallstones","Health","Proteobacteria (1224, gm0545)","phylum","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"24083370","Gut microbiota associated with phenotype","Human","Cholesterol gallstones","Health","Roseburia (841, gm0571)","genus","decrease","16s rRNA gene sequencing","microbial-mediated network","details"
"24223144","Gut microbiota associated with phenotype","Human","Newborn whose mother had developed gestational diabetes mellitus","Newborn whose mother had no diabetes","Bacteroidetes (976, gm0090)","phylum","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"24223144","Gut microbiota associated with phenotype","Human","Newborn whose mother had developed gestational diabetes mellitus","Newborn whose mother had no diabetes","Lachnospiraceae (186803, gm0386)","family","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"24223144","Gut microbiota associated with phenotype","Human","Newborn whose mother had developed gestational diabetes mellitus","Newborn whose mother had no diabetes","Parabacteroides (375288, gm0495)","genus","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"24223144","Gut microbiota associated with phenotype","Human","Infant","Adult","Bacteroidetes (976, gm0090)","phylum","decrease","16s rRNA gene sequencing","microbial-mediated network","details"
"24223144","Gut microbiota associated with phenotype","Human","Infant","Adult","Comamonadaceae (80864, gm0218)","family","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"24223144","Gut microbiota associated with phenotype","Human","Infant","Adult","Enterobacteriaceae (543, gm0282)","family","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"24223144","Gut microbiota associated with phenotype","Human","Infant","Adult","Firmicutes (1239, gm0332)","phylum","decrease","16s rRNA gene sequencing","microbial-mediated network","details"
"24223144","Gut microbiota associated with phenotype","Human","Infant","Adult","Proteobacteria (1224, gm0545)","phylum","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"24223144","Gut microbiota associated with phenotype","Human","Infant","Adult","Verrucomicrobia (74201, gm0681)","phylum","decrease","16s rRNA gene sequencing","microbial-mediated network","details"
"24223144","Gut microbiota associated with phenotype","Human","Newborn whose mother had pre-gestational type 2 diabetes mellitus.","Newborn whose mother had no diabetes","Bacteroidetes (976, gm0090)","phylum","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"24223144","Gut microbiota associated with phenotype","Human","Newborn whose mother had pre-gestational type 2 diabetes mellitus.","Newborn whose mother had no diabetes","Proteobacteria (1224, gm0545)","phylum","decrease","16s rRNA gene sequencing","microbial-mediated network","details"
"24292154","Gut microbiota associated with phenotype","Human","Obesity","Health","Faecalibacterium prausnitzii (853, gm0327)","species","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"24316595","Gut microbiota associated with phenotype","Human","Colorectal Neoplasms","Health","Clostridia (186801, gm0181)","class","decrease","16s rRNA gene sequencing","microbial-mediated network","details"
"24316595","Gut microbiota associated with phenotype","Human","Colorectal Neoplasms","Health","Fusobacterium (848, gm0344)","genus","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"24316595","Gut microbiota associated with phenotype","Human","Colorectal Neoplasms","Health","Porphyromonas (836, gm0533)","genus","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"24448554","Gut microbiota associated with phenotype","Human","Diabetes Mellitus,Type 1","Health","Acidaminococcus (904, gm0006)","genus","decrease","16s rRNA gene sequencing","microbial-mediated network","details"
"24448554","Gut microbiota associated with phenotype","Human","Diabetes Mellitus,Type 1","Health","Bacteroides (816, gm0077)","genus","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"24448554","Gut microbiota associated with phenotype","Human","Diabetes Mellitus,Type 1","Health","Megamonas (158846, gm0434)","genus","decrease","16s rRNA gene sequencing","microbial-mediated network","details"
"24448554","Gut microbiota associated with phenotype","Human","Diabetes Mellitus,Type 1","Health","Prevotella (838, gm0535)","genus","decrease","16s rRNA gene sequencing","microbial-mediated network","details"
"24478468","Gut microbiota associated with phenotype","Human","Colitis,Ulcerative","Health","Bifidobacterium (1678, gm0105)","genus","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"24478468","Gut microbiota associated with phenotype","Human","Crohn Disease","Health","Bifidobacterium (1678, gm0105)","genus","increase","16s rRNA gene sequencing","microbial-mediated network","details"
"24478468","Gut microbiota associated with phenotype","Human","Crohn Disease","Health","Faecalibacterium prausnitzii (853, gm0327)","species","decrease","16s rRNA gene sequencing","microbial-mediated network","details"
